id,variant,ime_seta,tema,leto,tip_seta,figurice,st_kock,us_cena,eu_cena,us_ppp,eu_ppp,pakiranje,dostopnost,us_cas_izida,eu_cas_izida
1029,1,Milk Delivery Truck,Town,1999,normal,1,95,,,,,Box,Promotional,,
1054,1,Stena Line Ferry,Promotional,1999,normal,,212,,,,,Box,Promotional,,
1061,1,Single Disc Pack,Technic,1999,normal,,,,,,,Polybag,Unknown,,
1068,1,Air Patrol,Town,1999,normal,1,20,,,,,Box,Retail - limited,,
1069,1,Speedboat,Town,1999,normal,1,22,,,,,Box,Retail - limited,,
1070,1,Stunt Flyer,Town,1999,normal,1,20,3.0,,15.0,15.0,Box,Retail - limited,,
1076,1,Advent Calendar,Basic,1999,normal,,229,,,,,,,,
1088,1,Road Burner,Town,1999,normal,,25,,,,,Box,Retail - limited,,
1094,1,Johnny Thunder,Adventurers,1999,normal,1,13,,,,,Box,Retail,,
1095,1,Super Sub,Aquazone,1999,normal,1,24,3.0,,12.5,12.5,Box,Retail - limited,,
1096,1,Race Buggy,Town,1999,normal,1,23,,,,,Box,Retail - limited,,
1097,1,Res-Q Runner,Town,1999,normal,1,18,2.0,,11.1,11.1,Box,Retail - limited,,
1098,1,Hang Glider,Town,1999,normal,1,19,,,,,Box,Retail - limited,,
1099,1,Ninja Blaster,Castle,1999,normal,1,24,2.0,,8.3,8.3,,,,
1106,2,"Basic Building Set, 5+",Basic,1999,normal,2,411,,,,,Box,Retail,,
1127,1,Santa,Seasonal,1999,normal,,39,,,,,,,,
1128,1,Santa on Skis,Seasonal,1999,normal,,21,14.0,,66.7,66.7,,,,
1129,1,Santa on Reindeer,Seasonal,1999,normal,,34,14.0,,41.2,41.2,,,,
1180,1,Space Port Moon Buggy,Town,1999,normal,1,25,,,,,Box,Promotional,,
1181,1,Space Jet,Town,1999,normal,1,23,,,,,Box,Promotional,,
1182,1,Adventurers Raft,Adventurers,1999,normal,1,18,,,,,Box,Promotional,,
1183,1,Mummy and Cart,Adventurers,1999,normal,1,17,,,,,Box,Promotional,,
1184,1,Cart,Castle,1999,normal,1,24,,,,,Box,Promotional,,
1185,1,Raft,Castle,1999,normal,1,25,2.0,,8.0,8.0,Box,Promotional,,
1186,1,Cart,Castle,1999,normal,1,25,,,,,Box,Promotional,,
1187,1,Glider,Castle,1999,normal,1,23,2.0,,8.7,8.7,Box,Promotional,,
1188,1,Fire Formula,Town,1999,normal,1,38,,,,,Polybag,Promotional,,
1189,1,Rocket Boat,Town,1999,normal,1,30,,,,,Polybag,Promotional,,
1190,1,Retro Buggy,Town,1999,normal,1,45,,,,,Polybag,Promotional,,
1191,1,Try Bird,Town,1999,normal,1,34,,,,,Polybag,Promotional,,
1192,1,Stack N' Learn Gift Box,Primo,1999,normal,2,,20.0,,52.6,52.6,,,,
1193,1,Water Park Tub,Duplo,1999,normal,2,44,20.0,,45.5,45.5,,,,
1194,1,Birthday Table Set,Classic,1999,normal,,400,20.0,,5.0,5.0,,,,
1246,1,Helicopter,Town,1999,normal,1,26,1.7,,6.5,6.5,Box,Promotional,,
1247,1,Patrol Car,Town,1999,normal,1,32,1.7,,5.3,5.3,Box,Promotional,,
1248,1,Fire Boat,Town,1999,normal,1,24,1.7,,7.1,7.1,Box,Promotional,,
1249,1,Tri-motorbike,Town,1999,normal,1,14,1.7,,12.1,12.1,Box,Promotional,,
1250,1,Dragster,Town,1999,normal,1,25,1.7,,6.8,6.8,Box,Promotional,,
1251,1,Go-Cart,Town,1999,normal,1,26,1.7,,6.5,6.5,Box,Promotional,,
1252,1,Shell Tanker,Town,1999,normal,1,107,7.0,,6.5,6.5,Box,Promotional,,
1253,1,Shell Race Car Transporter,Town,1999,normal,1,102,6.25,,6.1,6.1,Box,Promotional,,
1254,1,Shell Convenience Store,Town,1999,normal,3,159,13.0,,8.2,8.2,Box,Promotional,,
1255,1,Shell Car Wash,Town,1999,normal,2,137,13.0,,9.5,9.5,Box,Promotional,,
1256,1,Shell Service Station,Town,1999,normal,2,144,20.0,,13.9,13.9,Box,Promotional,,
1257,1,Tricycle,Technic,1999,normal,,24,,,,,Box,Promotional,,
1258,1,Buggy,Technic,1999,normal,,29,,,,,Box,Promotional,,
1259,1,Motorbike,Technic,1999,normal,,28,,,,,Box,Promotional,,
1260,1,Car,Technic,1999,normal,,26,,,,,Box,Promotional,,
1265,1,Moon Buggy,Town,1999,normal,1,25,3.0,,12.0,12.0,Box,Retail - limited,,
1266,1,Space Probe,Town,1999,normal,1,23,,,,,Box,Retail - limited,,
1268,1,Bike Blaster,Technic,1999,normal,,28,2.0,,7.1,7.1,Polybag,Retail - limited,,
1269,1,White Ninja,Castle,1999,normal,1,23,3.0,,13.0,13.0,,,,
1271,1,Jungle Surprise,Adventurers,1999,normal,1,33,2.0,,6.1,6.1,Box,Unknown,,
1274,1,Light Hover,Rock Raiders,1999,normal,1,25,,,,,Polybag,Promotional,,
1275,1,Chainsaw Bulldozer,Rock Raiders,1999,normal,1,22,,,,,Polybag,Promotional,,
1276,1,Helicopter Transport,Rock Raiders,1999,normal,1,22,,,,,Polybag,Promotional,,
1277,1,Drill Craft,Rock Raiders,1999,normal,1,27,,,,,Polybag,Promotional,,
1841,1,{Aeroplane},Classic,1999,normal,,15,0.0,,0.0,0.0,Polybag,Promotional,,
1995,1,{Racer},Classic,1999,normal,,15,0.0,,0.0,0.0,Polybag,Promotional,,
2025,1,{Boat},Classic,1999,normal,,12,0.0,,0.0,0.0,Polybag,Promotional,,
2030,1,Squirting Frog,Primo,1999,normal,,,4.0,,400.0,400.0,,,,
2031,1,Tiny Turtle,Primo,1999,normal,1,,,,,,,,,
2032,1,{Helicopter},Classic,1999,normal,,18,,,,,Polybag,Promotional,,
2039,1,Paddleboat,Primo,1999,normal,1,,,,,,,,,
2044,1,Waterlily Princess and Friend,Primo,1999,normal,1,,,,,,,,,
2045,1,{Car},Classic,1999,normal,,17,0.0,,0.0,0.0,Polybag,Promotional,,
2046,1,Fishing Fun,Primo,1999,normal,,,15.0,,300.0,300.0,,,,
2047,1,{Aeroplane},Classic,1999,normal,,13,0.0,,0.0,0.0,Polybag,Promotional,,
2069,1,{Boat},Classic,1999,normal,,15,0.0,,0.0,0.0,Polybag,Promotional,,
2071,1,My First Plane,Primo,1999,normal,1,,7.0,,700.0,700.0,,,,
2075,1,{Aeroplane},Classic,1999,normal,,14,0.0,,0.0,0.0,Polybag,Promotional,,
2076,1,Cubby House,Primo,1999,normal,1,,,,,,,,,
2101,1,Circus Catapult,Primo,1999,normal,1,,10.0,,166.7,166.7,,,,
2103,1,Busy Builder Starter Set,Primo,1999,normal,,,5.0,,71.4,71.4,,,,
2104,1,Wilma Whale,Primo,1999,normal,,,,,,,,,,
2106,1,Scoop 'n' Squirt Fun Pack,Primo,1999,normal,2,,18.0,,257.1,257.1,,,,
2107,1,Turtle Wagon,Primo,1999,normal,1,,25.0,,86.2,86.2,,,,
2108,1,Perky Paddler,Primo,1999,normal,1,,9.0,,300.0,300.0,,,,
2109,1,{unknown},Primo,1999,normal,,,,,,,,,,
2190,1,Storage Frog,Primo,1999,normal,,,,,,,,,,
2229,1,"Basic Building Set, 3+",Basic,1999,normal,,201,,,,,,,,
2280,1,Brick Runner,Duplo,1999,normal,,30,15.0,,50.0,50.0,,,,
2281,1,Maxi Brick Runner,Duplo,1999,normal,2,47,30.0,,63.8,63.8,,,,
2284,1,Clown Go Round,Duplo,1999,normal,,14,6.0,,42.9,42.9,,,,
2294,1,Ladybug,Duplo,1999,normal,,9,,,,,,,,
2299,1,Pingo,Duplo,1999,normal,,11,,,,,Box,,,
2300,1,"Small Bucket, Green",Duplo,1999,normal,,48,,,,,,,,
2466,1,"Medium Bucket, Yellow",Duplo,1999,normal,,,,,,,,,,
2467,1,DUPLO Bucket,Duplo,1999,normal,1,86,,,,,,,,
2588,2,Safari Building Set,Duplo,1999,normal,,78,,,,,,,,
2719,1,Heli-Monster,Basic,1999,normal,,9,,,,,Polybag,,,
2728,1,The Chopper,Basic,1999,normal,,11,,,,,Polybag,,,
2729,1,Quattro Leg,Basic,1999,normal,,17,,,,,Polybag,,,
2742,1,Loudspeaker,Basic,1999,normal,,9,,,,,Polybag,,,
2743,1,Pendulum Nose,Basic,1999,normal,,21,,,,,Polybag,,,
2744,1,Propeller Man,Basic,1999,normal,,10,,,,,Polybag,,,
2757,1,Bad Monkey,Basic,1999,normal,,9,,,,,Polybag,,,
2759,1,Rotor-Head,Basic,1999,normal,,14,,,,,Polybag,,,
2769,1,Aircraft and Boat,Town,1999,normal,2,97,,,,,Box,Promotional (Airline),,
2774,1,Red Tiger,Town,1999,normal,3,141,15.0,,10.6,10.6,Box,Promotional (Airline),,
2803,1,Dinosaur Babies,Duplo,1999,normal,2,17,10.0,,58.8,58.8,,,,
2807,1,Big Wheeler,Duplo,1999,normal,1,5,10.0,,200.0,200.0,,,,
2808,1,My Own Building Site,Duplo,1999,normal,1,11,18.0,,163.6,163.6,,,,
2811,1,Fire and Police Station,Duplo,1999,normal,4,45,50.0,,111.1,111.1,,,,
2814,1,Building Team,Duplo,1999,normal,3,38,30.0,,78.9,78.9,,,,
2819,1,Brick Mixer,Duplo,1999,normal,1,68,25.0,,36.8,36.8,,,,
2821,1,Dinosaurs Fun Forest,Duplo,1999,normal,4,33,30.0,,90.9,90.9,,,,
2828,1,Supper Time,Duplo,1999,normal,2,4,,,,,,,,
2829,1,Nap Time,Duplo,1999,normal,2,4,,,,,,,,
2830,1,The Strawberries,Duplo,1999,normal,2,12,10.0,,83.3,83.3,Box,,,
2831,1,The Toadstools,Duplo,1999,normal,2,13,10.0,,76.9,76.9,Box,,,
2832,1,The Bluebells,Duplo,1999,normal,2,10,10.0,,100.0,100.0,,,,
2833,1,"Lila, the Big Bluebell",Duplo,1999,normal,2,32,20.0,,62.5,62.5,,,,
2834,1,The Meadowsweets,Duplo,1999,normal,4,41,40.0,,97.6,97.6,,,,
2858,1,Girl with Two Cats,Belville,1999,normal,1,5,,,,,,,,
2893,1,Boy with ghost,Duplo,1999,normal,1,,,,,,Polybag,,,
2981,1,Pooh and his Honeypot,Duplo,1999,normal,1,7,6.0,,85.7,85.7,,,,
2982,1,Pooh's Birthday,Duplo,1999,normal,2,7,8.0,,114.3,114.3,,,,
2983,1,Pooh and Tigger Play Hide and Seek,Duplo,1999,normal,2,12,10.0,,83.3,83.3,,,,
2984,1,Pooh and Piglet go Honey-Hunting,Duplo,1999,normal,2,20,15.0,,75.0,75.0,,,,
2985,1,Tigger's Slippery Slide,Duplo,1999,normal,2,17,18.0,,105.9,105.9,,,,
2987,1,Welcome to the Hundred Acre Wood,Duplo,1999,normal,4,32,30.0,,93.8,93.8,,,,
2988,1,A Surprise for Eeyore,Duplo,1999,normal,3,28,,,,,,,,
3000,1,Tribuggy,Technic,1999,normal,,24,,,,,Polybag,Promotional,,
3001,1,Propeller Buggy,Technic,1999,normal,,29,,,,,Polybag,Promotional,,
3003,1,Bike,Technic,1999,normal,,28,,,,,Polybag,Promotional,,
3005,1,Piston Car,Technic,1999,normal,,26,,,,,Polybag,Promotional,,
3024,1,Building Table,Duplo,1999,normal,,21,,,,,,,,
3032,1,Special Value Bucket,Basic,1999,normal,,600,,,,,,,,
3036,1,Large Bucket,Duplo,1999,normal,1,70,10.0,,14.3,14.3,Bucket,Retail,,
3039,1,Adventurers Plane,Adventurers,1999,normal,1,23,,,,,Box,Promotional,,
3041,1,"Basic Building Set, 5+",Basic,1999,normal,,464,,,,,Bucket,Retail,,
3050,1,Shanghai Surprise,Castle,1999,normal,3,104,12.0,,11.5,11.5,Box,Retail,,
3051,1,Blaze Attack,Castle,1999,normal,2,145,15.0,,10.3,10.3,Box,Retail,,
3052,1,Ninja Fire Fortress,Castle,1999,normal,3,169,30.0,,17.8,17.8,Box,Retail,,
3053,1,Emperor's Stronghold,Castle,1999,normal,4,331,40.0,,12.1,12.1,Box,Retail,,
3066,1,Cosmo Glider,Town,1999,normal,1,19,,,,,Polybag,Promotional,,
3067,1,Test Shuttle X,Town,1999,normal,1,21,,,,,Polybag,Promotional,,
3068,1,Radar Buggy,Town,1999,normal,1,25,,,,,Polybag,Promotional,,
3069,1,Cosmic Wing,Town,1999,normal,1,23,,,,,Polybag,Promotional,,
3070,1,Mosquito,Space,1999,normal,1,21,,,,,Polybag,Promotional,,
3071,1,Light Flyer,Space,1999,normal,1,19,,,,,Polybag,Promotional,,
3072,1,Megatax,Space,1999,normal,1,23,,,,,Polybag,Promotional,,
3073,1,Kana Booster,Space,1999,normal,1,21,,,,,Polybag,Promotional,,
3074,1,Red Ninja's Dragon Glider,Castle,1999,normal,1,20,,,,,Polybag,Promotional,,
3075,1,Ninja Master's Boat,Castle,1999,normal,1,21,,,,,Polybag,Promotional,,
3076,1,White Ninja's Tank,Castle,1999,normal,1,23,,,,,Polybag,Promotional,,
3077,1,Ninja Shogun's Mini Base,Castle,1999,normal,1,22,,,,,Polybag,Promotional,,
3130,1,Swinging Stroller,Scala,1999,normal,1,17,,,,,,,,
3132,1,Emma,Scala,1999,normal,1,,,,,,,,,
3134,1,Marie in Happy Flowers,Scala,1999,normal,1,,8.0,,88.9,88.9,,,,
3135,1,Olivia in Fancy Wear,Scala,1999,normal,1,,,,,,,,,
3136,1,Chris,Scala,1999,normal,1,,,,,,,,,
3137,1,Casual Wear for Men,Scala,1999,normal,,,,,,,,,,
3138,1,Fashion Wear for Ladies,Scala,1999,normal,,,,,,,,,,
3139,1,Windbreaker and Jeans,Scala,1999,normal,,,,,,,,,,
3140,1,Dancing Circle Dress for Girls,Scala,1999,normal,,,,,,,,,,
3141,1,Snuggly Baby Wear,Scala,1999,normal,,,,,,,,,,
3142,1,Marie's Room,Scala,1999,normal,1,112,,,,,,,,
3143,1,Camping Trip,Scala,1999,normal,1,60,41.5,,69.2,69.2,Box,Retail,,
3144,1,Horse Stable,Scala,1999,normal,,35,17.0,,48.6,48.6,,,,
3146,1,Carry and Shopping Accessories,Scala,1999,normal,,,,,,,,,,
3233,1,Freestyle Contraption,Freestyle,1999,normal,1,28,,,,,Polybag,Promotional (Airline),,
3234,1,Contraption Set,Freestyle,1999,normal,1,27,,,,,Polybag,Promotional (Airline),,
3438,1,McDonalds Restaurant,Town,1999,normal,2,98,10.0,,10.2,10.2,Box,LEGO exclusive,,
3505,1,Aeroplane,Znap,1999,normal,,,,,,,,,,
3506,1,Motorbike,Znap,1999,normal,,26,,,,,,,,
3520,1,Forklift,Znap,1999,normal,,39,,,,,,,,
3521,1,Racer,Znap,1999,normal,,35,,,,,,,,
3533,1,{unknown},Znap,1999,normal,,,,,,,,,,
3554,1,Helicopter,Znap,1999,normal,,79,,,,,,,,
3555,1,Jeep,Znap,1999,normal,,262,,,,,,,,
3582,1,Super Constructor Set,Znap,1999,normal,,258,,,,,,,,
3803,1,Robotics Invention System Upgrade Kit,Mindstorms,1999,normal,,70,25.0,,35.7,35.7,Box,Retail - limited,,
3913,2,Darth Vader,Gear,1999,gear,,,,,,,,,,
3914,2,Luke Skywalker,Gear,1999,gear,,,,,,,,,,
4281,1,Trial Classic Bag 3+,Classic,1999,normal,,25,2.0,,8.0,8.0,Polybag,,,
4282,1,Trial Classic Bag 5+,Classic,1999,normal,,37,2.0,,5.4,5.4,Polybag,,,
4283,1,Trial Size Box 3+,Classic,1999,normal,,53,4.0,,7.5,7.5,,,,
4284,1,Trial Size Box 5+,Classic,1999,normal,1,121,6.0,,5.0,5.0,,,,
4285,1,"Basic Building Set, 5+",Basic,1999,normal,1,256,,,,,Bucket,Retail,,
4288,1,Classic Bucket,Classic,1999,normal,2,400,10.0,,2.5,2.5,,,,
4291,1,Big Box Playscape,Classic,1999,normal,2,762,40.0,,5.2,5.2,,,,
4293,1,Value Pack,Classic,1999,normal,,806,30.0,,3.7,3.7,,,,
4519,1,Rail Crossing,Trains,1999,normal,,,9.99,,999.0,999.0,Box,Retail,Oct 07,Oct 07
4533,1,Train Track Snow Remover,Trains,1999,normal,1,58,9.0,,15.5,15.5,Box,Retail - limited,,
4541,1,Rail and Road Service Truck,Trains,1999,normal,2,122,13.0,,10.7,10.7,Box,Retail - limited,,
4553,1,Train Wash,Trains,1999,normal,2,185,30.0,,16.2,16.2,Box,Retail - limited,,
4556,1,Train Station,Trains,1999,normal,7,236,42.0,,17.8,17.8,Box,Retail - limited,,
4557,1,Freight Loading Station,Trains,1999,normal,2,215,30.0,,14.0,14.0,Box,Retail - limited,,
4560,1,Railway Express,Trains,1999,normal,9,658,,,,,Box,Retail,,
4561,1,Railway Express,Trains,1999,normal,9,665,130.0,,19.5,19.5,Box,Retail,,
4805,1,Ninja Knights,Castle,1999,normal,5,31,6.0,,19.4,19.4,Box,Retail,,
4910,1,The Hover Scout,Rock Raiders,1999,normal,1,40,3.0,,7.5,7.5,Box,Retail,,
4920,1,Rapid Rider,Rock Raiders,1999,normal,1,39,4.0,,10.3,10.3,Box,Retail,,
4930,1,The Rock Raiders,Rock Raiders,1999,normal,5,46,6.0,,13.0,13.0,Box,Retail,,
4940,1,The Granite Grinder,Rock Raiders,1999,normal,1,109,15.0,,13.8,13.8,Box,Retail,,
4950,1,The Loader-Dozer,Rock Raiders,1999,normal,1,90,20.0,,22.2,22.2,Box,Retail,,
4959,1,The Loader-Dozer,Rock Raiders,1999,normal,,,20.0,,23.0,23.0,,,,
4970,1,The Chrome Crusher,Rock Raiders,1999,normal,1,168,30.0,,17.9,17.9,Box,Retail,,
4980,1,The Tunnel Transport,Rock Raiders,1999,normal,2,351,50.0,,14.2,14.2,Box,Retail,,
4990,1,The Rock Raiders HQ,Rock Raiders,1999,normal,4,406,80.0,,19.7,19.7,Box,Retail,,
5021,1,Primo Wagons,Service Packs,1999,normal,,,,,,,Polybag,LEGO exclusive,,
5025,1,Duplo Tubes with Balls,Service Packs,1999,normal,,7,,,,,Polybag,LEGO exclusive,,
5203,1,Technic Alloy Wheels (and Tyres),Service Packs,1999,normal,,,5.0,,125.0,125.0,Polybag,LEGO exclusive,,
5204,1,Technic Competition Accessories,Service Packs,1999,normal,,11,4.0,,36.4,36.4,Polybag,LEGO exclusive,,
5205,1,Technic Wheels and Rubber Bands,Service Packs,1999,normal,,14,4.0,,28.6,28.6,Polybag,LEGO exclusive,,
5215,1,Green Bricks Assorted,Service Packs,1999,normal,,62,5.0,,8.1,8.1,Polybag,LEGO exclusive,,
5216,1,Black Roof Bricks Assorted,Service Packs,1999,normal,,57,5.0,,8.8,8.8,Polybag,LEGO exclusive,,
5217,1,Black Plates Assorted,Service Packs,1999,normal,,42,5.5,,13.1,13.1,Polybag,LEGO exclusive,,
5313,1,Town / Space Accessories,Service Packs,1999,normal,,17,3.0,,17.6,17.6,Polybag,LEGO exclusive,,
5314,1,Town / Res-Q Equipment,Service Packs,1999,normal,,31,3.0,,9.7,9.7,Polybag,LEGO exclusive,,
5315,1,Connectors,Service Packs,1999,normal,,60,3.0,,5.0,5.0,Polybag,LEGO exclusive,,
5316,1,Transparent Accessories,Service Packs,1999,normal,,62,3.5,,5.6,5.6,Polybag,LEGO exclusive,,
5317,1,Wild West Accessories,Service Packs,1999,normal,,39,,,,,Polybag,LEGO exclusive,,
5318,1,Head Wear,Service Packs,1999,normal,,23,3.0,,13.0,13.0,Polybag,LEGO exclusive,,
5319,1,Decorated Elements,Service Packs,1999,normal,,19,3.0,,15.8,15.8,Polybag,LEGO exclusive,,
5320,1,"Small Plates Assorted, White",Service Packs,1999,normal,,66,4.0,,6.1,6.1,Polybag,LEGO exclusive,,
5321,1,Large White Plates Assorted,Service Packs,1999,normal,,10,4.0,,40.0,40.0,Polybag,LEGO exclusive,,
5399,1,Belville Accessories,Service Packs,1999,normal,,25,,,,,Polybag,LEGO exclusive,,
5413,1,LEGO Scala Service,Service Packs,1999,normal,,,,,,,Polybag,LEGO exclusive,,
5414,1,LEGO Scala Crazy Cooking,Service Packs,1999,normal,,24,,,,,Polybag,LEGO exclusive,,
5415,1,LEGO Scala,Service Packs,1999,normal,,15,4.0,,26.7,26.7,Polybag,LEGO exclusive,,
5533,1,Red Fury,Model Team,1999,normal,,393,50.0,,12.7,12.7,Box,Retail,,
5563,1,Racing Truck,Model Team,1999,normal,,788,80.0,,10.2,10.2,Box,Retail,,
5703,1,LEGO Racers,Gear,1999,gear,,,20.0,,,,,,,
5704,1,LEGO Racers,Gear,1999,gear,,,20.0,,,,Box,Retail,,
5705,1,LEGO Racers,Gear,1999,gear,,,20.0,,,,,,,
5706,1,LEGOLAND,Gear,1999,gear,,,25.0,,,,Box,Retail,,
5707,1,LEGO Friends,Gear,1999,gear,,,10.0,,,,,,,
5708,1,LEGO Rock Raiders,Gear,1999,gear,,,20.0,,,,Box,Retail,,
5709,1,LEGO Rock Raiders,Gear,1999,gear,,,30.0,,,,,,,
5801,1,Millimy the Fairy,Belville,1999,normal,1,,3.0,,21.4,21.4,,,,
5802,1,Princess Rosaline,Belville,1999,normal,1,9,7.0,,77.8,77.8,,,,
5803,1,Iris,Belville,1999,normal,1,6,,,,,,,,
5804,1,Witch's Cottage,Belville,1999,normal,1,38,10.0,,26.3,26.3,,,,
5805,1,Princess Rosaline's Room,Belville,1999,normal,2,69,24.0,,34.8,34.8,,,,
5807,1,The Royal Stable,Belville,1999,normal,3,61,30.0,,49.2,49.2,,,,
5808,1,The Enchanted Palace,Belville,1999,normal,4,213,60.0,,28.2,28.2,,,,
5811,1,Prince Justin,Belville,1999,normal,1,5,7.0,,140.0,140.0,,,,
5812,1,King,Belville,1999,normal,1,8,7.0,,87.5,87.5,,,,
5901,1,River Raft,Adventurers,1999,normal,1,19,4.5,,23.7,23.7,Box,Retail,,
5902,1,River Raft,Adventurers,1999,normal,1,19,4.5,,23.7,23.7,Polybag,Promotional,,
5905,1,Hidden Treasure,Adventurers,1999,normal,1,33,,,,,Box,Retail,,
5906,1,Ruler of the Jungle,Adventurers,1999,normal,1,24,,,,,Box,Retail,,
5925,1,Pontoon Plane,Adventurers,1999,normal,1,72,6.0,,8.3,8.3,Box,Retail,,
5936,1,Spider's Secret,Adventurers,1999,normal,3,128,12.0,,9.4,9.4,Box,Retail,,
5956,1,Expedition Balloon,Adventurers,1999,normal,4,175,20.0,,11.4,11.4,Box,Retail,,
5976,1,River Expedition,Adventurers,1999,normal,7,318,50.0,,15.7,15.7,Box,Retail,,
5986,1,Amazon Ancient Ruins,Adventurers,1999,normal,8,458,80.0,,17.5,17.5,Box,Retail,,
6425,1,TV Chopper,Town,1999,normal,1,37,4.0,,10.8,10.8,Box,Retail,,
6427,1,Road Signs,Town,1999,normal,,43,6.0,,14.0,14.0,Box,Retail,,
6429,1,Blaze Responder,Town,1999,normal,2,45,13.0,,28.9,28.9,Box,Retail,,
6432,1,Speedway Transport,Town,1999,normal,2,134,22.0,,16.4,16.4,Box,Retail,,
6433,1,Coast Watch,Town,1999,normal,3,90,30.0,,33.3,33.3,Box,Retail,,
6434,1,Roadside Repair,Town,1999,normal,5,210,50.0,,23.8,23.8,Box,Retail,,
6435,1,Coast Guard HQ,Town,1999,normal,6,221,66.0,,29.9,29.9,Box,Retail,,
6436,1,Go-Kart,Town,1999,normal,1,22,,,,,Box,Retail,,
6437,1,Beach Buggy,Town,1999,normal,1,28,3.0,,10.7,10.7,Box,Retail,,
6439,1,Mini Dumper,Town,1999,normal,1,30,3.0,,10.0,10.0,Box,Retail,,
6446,1,Crane Truck,Town,1999,normal,1,26,,,,,Box,Retail,,
6447,1,Dumper,Town,1999,normal,2,49,,,,,Box,Retail,,
6452,1,Mini Rocket Launcher,Town,1999,normal,1,32,3.0,,9.4,9.4,Box,Retail,,
6453,1,Com-Link Cruiser,Town,1999,normal,1,60,6.0,,10.0,10.0,Box,Retail,,
6454,1,Countdown Corner,Town,1999,normal,1,133,20.0,,15.0,15.0,Box,Retail,,
6455,1,Space Simulation Station,Town,1999,normal,3,245,30.0,,12.2,12.2,Box,Retail,,
6456,1,Mission Control,Town,1999,normal,4,494,79.99,,16.2,16.2,Box,Retail,,
6457,1,Astronaut Figure,Town,1999,normal,1,18,2.0,,11.1,11.1,Box,Retail,,
6458,1,Satellite with Astronaut,Town,1999,normal,1,31,3.0,,9.7,9.7,Box,Retail,,
6459,1,Fuel Truck,Town,1999,normal,2,112,15.0,,13.4,13.4,Box,Retail,,
6460,1,{unknown},Town,1999,normal,,,,,,,,,,
6461,1,Surveillance Chopper,Town,1999,normal,1,30,,,,,Box,Retail,,
6463,1,Lunar Rover,Town,1999,normal,1,36,4.0,,11.1,11.1,Box,Retail,,
6464,1,Super Rescue Complex,Town,1999,normal,6,334,76.0,,22.8,22.8,Box,Retail,,
6465,1,Space Port Jet,Town,1999,normal,1,66,,,,,Box,Retail,,
6467,1,Power Pitstop,Town,1999,normal,2,66,10.0,,15.2,15.2,Box,Retail - limited,,
6468,1,Tow-n-Go Value Pack,Town,1999,normal,2,50,7.0,,14.0,14.0,Box,Retail - limited,,
6469,1,Space Port Value Pack,Town,1999,collection,,129,10.0,,7.8,7.8,Box,Retail - limited,,
6498,1,Go-Kart,Town,1999,normal,1,22,2.0,,9.1,9.1,Polybag,Retail - limited,,
6942,1,Zo Weevil,Space,1999,normal,1,20,,,,,Box,Retail,,
6943,1,Speed Sled,Space,1999,normal,1,20,,,,,Polybag,Retail - limited,,
7101,1,Lightsaber Duel,Star Wars,1999,normal,2,52,6.0,,11.5,11.5,Box,Retail,,
7110,1,Landspeeder,Star Wars,1999,normal,2,49,6.0,,12.2,12.2,Box,Retail,,
7111,1,Droid Fighter,Star Wars,1999,normal,,62,6.0,,9.7,9.7,Box,Retail,,
7121,1,Naboo Swamp,Star Wars,1999,normal,4,82,10.0,,12.2,12.2,Box,Retail,,
7128,1,Speeder Bikes,Star Wars,1999,normal,3,93,10.0,,10.8,10.8,Box,Retail,,
7130,1,Snowspeeder,Star Wars,1999,normal,3,215,20.0,,9.3,9.3,Box,Retail,,
7131,1,Anakin's Podracer,Star Wars,1999,normal,3,136,15.0,,11.0,11.0,Box,Retail,,
7140,1,X-wing Fighter,Star Wars,1999,normal,4,266,30.0,,11.3,11.3,Box,Retail,,
7141,1,Naboo Fighter,Star Wars,1999,normal,4,179,20.0,,11.2,11.2,Box,Retail,,
7150,1,TIE Fighter & Y-wing,Star Wars,1999,normal,3,409,50.0,,12.2,12.2,Box,Retail,,
7151,1,Sith Infiltrator,Star Wars,1999,normal,1,244,30.0,,12.3,12.3,Box,Retail,,
7161,1,Gungan Sub,Star Wars,1999,normal,3,379,50.0,,13.2,13.2,Box,Retail,,
7171,1,Mos Espa Podrace,Star Wars,1999,normal,10,896,90.0,,10.0,10.0,Box,Retail,,
8246,1,Hydro Racer,Technic,1999,normal,,46,4.0,,8.7,8.7,Box,Retail,,
8247,1,Road Rebel,Technic,1999,normal,,44,6.0,,13.6,13.6,Box,Retail,,
8251,1,Sonic Cycle,Technic,1999,normal,,89,8.0,,9.0,9.0,Box,Retail,,
8252,1,Beach Buster,Technic,1999,normal,1,183,20.0,,10.9,10.9,Box,Retail,,
8253,1,Fire Helicopter,Technic,1999,normal,1,210,16.5,,7.9,7.9,Box,Retail,,
8255,1,Rescue Bike,Technic,1999,normal,2,202,15.0,,7.4,7.4,Box,Retail,,
8268,1,Scorpion Attack,Technic,1999,normal,1,85,15.0,,17.6,17.6,Box,Retail,,
8269,1,Cyber Stinger,Technic,1999,normal,1,345,40.0,,11.6,11.6,Box,Retail,,
8444,1,Air Enforcer,Technic,1999,normal,,309,30.0,,9.7,9.7,Box,Retail,,
8445,1,Indy Storm,Technic,1999,normal,,446,40.0,,9.0,9.0,Box,Retail,,
8446,1,Crane Truck,Technic,1999,normal,,582,60.0,,10.3,10.3,Box,Retail,,
